_id,value
"Thai restaurants",3.0
"Thai she",1.0
"Thai tea",8.0
"Thai that",1.0
"Thai vings",1.0
"Thai was",1.0
"Thai we",2.0
"Thai wide",2.0
"Thai with",1.0
"Thaid Up",3.0
"Thaid upyouve",1.0
"Thaiger and",1.0
"Thaiger their",1.0
"Thaiger yesterday",1.0
"Thailand Tiny",1.0
"Thailand and",1.0
"Thais catfish",1.0
"Thais cuisine",1.0
"Thais modern",1.0
"Than One",1.0
"Than waiting",1.0
"Thanh There",1.0
"Thank God",2.0
"Thank Goodness",1.0
"Thank You",1.0
"Thank god",1.0
"Thank goodness",1.0
"Thank me",1.0
"Thank you",22.0
"Thankfully it",1.0
"Thankfully my",1.0
"Thankfully the",4.0
"Thankfully this",1.0
"Thankfully we",2.0
"Thanks Again",1.0
"Thanks Bacon",1.0
"Thanks Bertha",1.0
"Thanks Bruce",1.0
"Thanks Dave",1.0
"Thanks Elements",1.0
"Thanks J",2.0
"Thanks Mabels",2.0
"Thanks PanchosI",1.0
"Thanks Republic",1.0
"Thanks Shawn",1.0
"Thanks Teds",1.0
"Thanks Thats",1.0
"Thanks Yelpers",2.0
"Thanks again",1.0
"Thanks for",5.0
"Thanks man",1.0
"Thanks mystery",1.0
"Thanks to",8.0
"Thanks very",1.0
"Thanks yelp",1.0
"Thanksgiving Dinner",1.0
"Thanksgiving I",2.0
"Thanksgiving and",1.0
"Thanksgiving dinner",1.0
"Thanksgiving in",1.0
"Thanksgiving meal",1.0
"Thanksgiving turkey",1.0
"Thap Cam",1.0
"That Brulee",2.0
"That F*ing",1.0
"That I",1.0
"That Id",1.0
"That Mojito",1.0
"That actually",1.0
"That allows",1.0
"That alone",1.0
"That and",5.0
"That aside",1.0
"That being",7.0
"That biscuit",2.0
"That came",2.0
"That cant",2.0
"That could",1.0
"That damn",2.0
"That definitely",1.0
"That describes",1.0
"That explains",1.0
"That has",2.0
"That is",17.0
"That kind",1.0
"That last",1.0
"That liquid",1.0
"That looks",1.0
"That lunch",1.0
"That made",3.0
"That may",2.0
"That meal",1.0
"That means",1.0
"That new",1.0
"That night",1.0
"That place",2.0
"That pretty",1.0
"That really",2.0
"That said",15.0
"That salmon",1.0
"That same",1.0
"That should",2.0
"That sounds",3.0
"That sucker",1.0
"That tells",1.0
"That thing",2.0
"That three",1.0
"That threw",1.0
"That time",1.0
"That type",1.0
"That was",18.0
"That we",1.0
"That with",1.0
"That wonderfully",1.0
"That would",4.0
"Thatll satisfy",2.0
"Thats A",5.0
"Thats AOK",1.0
"Thats a",9.0
"Thats about",2.0
"Thats all",3.0
"Thats always",1.0
"Thats an",1.0
"Thats annoying",1.0
"Thats because",1.0
"Thats blow",1.0
"Thats casual",1.0
"Thats covered",1.0
"Thats different",1.0
"Thats even",1.0
"Thats fantastic",1.0
"Thats good",1.0
"Thats great",2.0
"Thats how",2.0
"Thats it",3.0
"Thats just",1.0
"Thats kind",1.0
"Thats my",2.0
"Thats not",3.0
"Thats okay",3.0
"Thats outstanding",1.0
"Thats pretty",1.0
"Thats probably",2.0
"Thats really",2.0
"Thats ridiculous",1.0
"Thats right",6.0
"Thats stealth",1.0
"Thats the",7.0
"Thats what",5.0
"Thats when",3.0
"Thats where",5.0
"Thats why",2.0
"The $",2.0
"The AC",1.0
"The Agnolotti",1.0
"The Ahi",1.0
"The Ambience",1.0
"The Apple",1.0
"The Arizona",1.0
"The Asian",1.0
"The Atlantic",1.0
"The Austrailan",1.0
"The BBQ",3.0
"The BEST",4.0
"The BF",4.0
"The BJ",3.0
"The Bad",3.0
"The Bagel",2.0
"The Ball",1.0
"The Barbacoa",1.0
"The Bartendersnicest",1.0
"The Bay",1.0
"The Beat",1.0
"The Beautiful",4.0
"The Beef",3.0
"The Bellini",1.0
"The Best",2.0
"The Better",1.0
"The Biancoverde",1.0
"The Bibimbap",2.0
"The Big",3.0
"The Biggest",1.0
"The Bland",1.0
"The Blue",2.0
"The Bolognese",1.0
"The Bomberos",1.0
"The Boulders",1.0
"The Brady",1.0
"The Bread",1.0
"The Bun",1.0
"The Burger",1.0
"The Butterfields",1.0
"The Caesar",1.0
"The Caesars",1.0
"The Cajun",1.0
"The Calamari",1.0
"The Calderon",1.0
"The Camarones",1.0
"The Campaign",2.0
"The Capital",9.0
"The Carpaccio",1.0
"The Cevapi",1.0
"The Chambord",1.0
"The Cheese",1.0
"The Cheesecake",2.0
"The Chef",1.0
"The Chefowner",1.0
"The Cherry",1.0
"The Chet",1.0
"The Chicago",1.0
"The Chicken",4.0
"The Chile",1.0
"The Chimi",1.0
"The Chinese",1.0
"The Chivichanga",2.0
"The Chocolate",1.0
"The Chow",1.0
"The Cinema",1.0
"The Citadel",2.0
"The Clash",1.0
"The Combo",1.0
"The Compass",1.0
"The Copper",2.0
"The Cote",1.0
"The Counter",6.0
"The Cow",1.0
"The Crab",1.0
"The Cream",1.0
"The Creme",1.0
"The Crepe",1.0
"The Crow",1.0
"The Cuisine",1.0
"The Culinary",1.0
"The Curry",1.0
"The Dali",1.0
"The Decor",2.0
"The Deluxe",1.0
"The Denver",1.0
"The Dhaba",2.0
"The Dillo",1.0
"The Dim",1.0
"The District",1.0
"The Downtown",1.0
"The Dubliner",2.0
"The Duce",1.0
"The Duckling",1.0
"The Duke",1.0
"The East",1.0
"The Ecuadorean",1.0
"The Eggs",1.0
"The Evil",2.0
"The FEZ",1.0
"The FISH",1.0
"The FOOD",1.0
"The Fajitas",1.0
"The Farm",2.0
"The Farmers",1.0
"The Farmhouse",1.0
"The Farmhouses",1.0
"The Feds",1.0
"The Flamenco",1.0
"The Flan",1.0
"The Food",10.0
"The Fork",1.0
"The Four",1.0
"The French",3.0
"The Fries",2.0
"The Fry",2.0
"The GM",2.0
"The GSpot",1.0
"The Garage",1.0
"The Garlic",2.0
"The General",1.0
"The Germans",2.0
"The Ginger",1.0
"The Glass",1.0
"The Golden",1.0
"The Good",8.0
"The Granny",1.0
"The Great",1.0
"The Greek",1.0
"The Greene",1.0
"The Grind",4.0
"The Gyro",2.0
"The Gyros",1.0
"The HOT",1.0
"The Habit",4.0
"The Hatch",1.0
"The Hawaiian",1.0
"The Herb",1.0
"The Hero",1.0
"The Honey",1.0
"The Horchata",1.0
"The Horde",1.0
"The Hostess",1.0
"The House",1.0
"The Houses",1.0
"The Hubs",3.0
"The Humble",1.0
"The InNOut",1.0
"The Infamous",1.0
"The International",1.0
"The Irishman",2.0
"The Italian",6.0
"The Jade",2.0
"The Jaegar",1.0
"The Jalapenos",1.0
"The Jam",1.0
"The Jetsons",1.0
"The Jidori",1.0
"The Johnny",1.0
"The Kabob",1.0
"The Keg",6.0
"The Kentucky",1.0
"The Key",1.0
"The Kierland",1.0
"The Kisra",1.0
"The Kitchen",1.0
"The Latin",1.0
"The Lemon",1.0
"The Lentil",1.0
"The Lisa",1.0
"The Little",1.0
"The Living",10.0
"The Lodge",5.0
"The Main",1.0
"The Maki",1.0
"The Manhattan",1.0
"The Mapo",1.0
"The Market",1.0
"The Marriott",1.0
"The Maui",1.0
"The Meat",3.0
"The Mediocre",1.0
"The Melting",4.0
"The Mex",2.0
"The Miso",1.0
"The Mission",10.0
"The Mix",1.0
"The Monday",1.0
"The Monte",1.0
"The Mr",1.0
"The My",1.0
"The NOs",1.0
"The Naan",1.0
"The Nachos",1.0
"The New",2.0
"The Nigiri",1.0
"The OJ",1.0
"The Old",3.0
"The Olive",1.0
"The PB",2.0
"The PBJ",1.0
"The Pablano",2.0
"The Panang",4.0
"The Parlor",2.0
"The Parmesan",2.0
"The Philly",2.0
"The Pho",5.0
"The Phoenix",2.0
"The Pibil",1.0
"The Pick",1.0
"The Pizza",2.0
"The Place",2.0
"The Plate",1.0
"The Pljeskavica",1.0
"The Poisoned",1.0
"The Police",1.0
"The Pork",4.0
"The PostinoWindsor",1.0
"The Potbelly",1.0
"The Queso",1.0
"The Ramen",1.0
"The Red",1.0
"The Redux",1.0
"The Relleno",1.0
"The Rest",1.0
"The Restaurant",1.0
"The Rocket",2.0
"The Roosevelt",1.0
"The Rosa",1.0
"The Royal",2.0
"The Rusty",2.0
"The Rye",1.0
"The SALTY",1.0
"The Saguaro",1.0
"The Sakana",1.0
"The Sales",1.0
"The Salmon",1.0
"The Sangria",1.0
"The Santa",1.0
"The SaturdaySunday",1.0
"The Sausage",1.0
"The Scenario",1.0
"The Service",2.0
"The Sexy",1.0
"The Shooters",1.0
"The Shrimp",1.0
"The Skeptical",1.0
"The Smashburger",1.0
"The Specials",1.0
"The Spotted",1.0
"The Spring",4.0
"The St",1.0
"The Staff",1.0
"The State",1.0
"The Stepford",1.0
"The Street",1.0
"The Sushi",1.0
"The Sweet",4.0
"The Tandoori",1.0
"The Tavern",3.0
"The Tejas",1.0
"The Tenderloin",1.0
"The Teriyaki",1.0
"The Terrace",1.0
"The Thai",2.0
"The Thirsty",1.0
"The Top",2.0
"The Tottie",1.0
"The Tzatziki",1.0
"The Unforgiven",2.0
"The Uni",2.0
"The VERY",1.0
"The Valley",6.0
"The Vanilla",1.0
"The Veggie",1.0
"The Verdict",1.0
"The Vessel",1.0
"The Vessels",1.0
"The Vig",4.0
"The Vigs",1.0
"The Wait",2.0
"The Website",1.0
"The Westin",2.0
"The White",1.0
"The WiFi",1.0
"The Wild",1.0
"The Won",1.0
"The Wontons",2.0
"The WorWonton",1.0
"The Yelp",1.0
"The absolute",3.0
"The absolutely",1.0
"The acidity",1.0
"The actual",1.0
"The addition",1.0
"The aforementioned",2.0
"The aged",1.0
"The agua",1.0
"The ahi",1.0
"The airconditioning",1.0
"The aisles",3.0
"The al",1.0
"The albacore",1.0
"The almond",3.0
"The amazing",1.0
"The ambiance",22.0
"The ambience",5.0
"The ameretto",1.0
"The americano",1.0
"The amigos",1.0
"The amusebouche",1.0
"The analogy",1.0
"The ancho",3.0
"The answer",4.0
"The antioxidant",2.0
"The antipasti",2.0
"The antipasto",1.0
"The appetizer",4.0
"The appetizers",8.0
"The apple",2.0
"The area",2.0
"The art",1.0
"The atmosphere",66.0
"The atmospheregreat",1.0
"The authentic",1.0
"The average",2.0
"The avocado",1.0
"The babaganouj",1.0
"The background",1.0
"The bacon",5.0
"The bad",1.0
"The bads",1.0
"The bagels",1.0
"The baked",5.0
"The balls",2.0
"The banana",1.0
"The banchan",2.0
"The band",3.0
"The bands",1.0
"The bangers",1.0
"The bar",18.0
"The barista",1.0
"The baristas",3.0
"The barkeep",1.0
"The bartender",13.0
"The bartenders",6.0
"The bartenderserver",1.0
"The base",4.0
"The basic",1.0
"The basmati",1.0
"The bathroom",3.0
"The bathrooms",4.0
"The batter",2.0
"The bbq",2.0
"The bean",3.0
"The beans",7.0
"The beau",1.0
"The beautiful",2.0
"The beauty",2.0
"The beef",16.0
"The beer",15.0
"The beers",3.0
"The beet",2.0
"The beignets",1.0
"The bench",1.0
"The berry",1.0
"The best",37.0
"The beverages",1.0
"The bf",1.0
"The big",2.0
"The biggest",3.0
"The bill",1.0
"The birthday",1.0
"The bison",1.0
"The bisque",1.0
"The bites",1.0
"The black",1.0
"The blaring",1.0
"The blended",2.0
"The blintzes",1.0
"The bloody",1.0
"The blue",2.0
"The boba",1.0
"The bonus",1.0
"The booths",2.0
"The bottom",1.0
"The bowl",2.0
"The boy",1.0
"The boyfriend",3.0
"The boys",1.0
"The braised",2.0
"The bread",32.0
"The breading",4.0
"The breakdown",2.0
"The breakfast",3.0
"The brick",1.0
"The brie",1.0
"The bright",1.0
"The brightly",1.0
"The brisket",1.0
"The brocolli",1.0
"The broth",9.0
"The browned",1.0
"The brownie",2.0
"The brownies",1.0
"The brunch",2.0
"The bruschetta",5.0
"The buffet",2.0
"The building",3.0
"The builtin",1.0
"The bun",7.0
"The buns",2.0
"The burger",15.0
"The burgers",7.0
"The burrata",2.0
"The burritos",2.0
"The burro",1.0
"The busboys",1.0
"The butchers",1.0
"The butter",1.0
"The butterfish",1.0
"The buttermilk",1.0
"The buzz",1.0
"The cabbage",3.0
"The cactus",1.0
"The caesar",1.0
"The cafe",1.0
"The cajun",2.0
"The cake",1.0
"The calamari",9.0
"The calzone",1.0
"The caprese",1.0
"The car",1.0
"The card",1.0
"The carne",4.0
"The carnitas",2.0
"The carrots",1.0
"The cashew",1.0
"The cashier",4.0
"The cashierserver",1.0
"The cask",1.0
"The caterpillar",1.0
"The catfish",1.0
"The cauliflower",2.0
"The center",1.0
"The cevapi",1.0
"The ceviche",3.0
"The chairs",1.0
"The chalkboard",1.0
"The challah",1.0
"The cheese",11.0
"The cheesecake",1.0
"The cheeses",1.0
"The chef",9.0
"The chefowner",2.0
"The chefs",3.0
"The cherry",2.0
"The chicken",46.0
"The chile",2.0
"The chili",1.0
"The chimi",1.0
"The chips",12.0
"The chocolate",5.0
"The choices",2.0
"The chopped",1.0
"The cilantro",1.0
"The cinnamon",2.0
"The classics",1.0
"The classy",1.0
"The clientele",1.0
"The closest",1.0
"The coaster",1.0
"The coated",1.0
"The coating",1.0
"The cocktails",5.0
"The coconut",1.0
"The cod",1.0
"The coffee",21.0
"The cold",1.0
"The collard",1.0
"The color",1.0
"The colortemperature",1.0
"The colours",1.0
"The combination",1.0
"The combo",4.0
"The come",2.0
"The comfortable",1.0
"The complementary",1.0
"The complete",1.0
"The complimentary",3.0
"The concept",3.0
"The consistency",2.0
"The contrasting",1.0
"The convenient",1.0
"The conveyor",1.0
"The cooked",1.0
"The cookie",3.0
"The cookies",2.0
"The cool",2.0
"The corn",4.0
"The cornbread",6.0
"The corned",2.0
"The cost",1.0
"The counter",1.0
"The couple",3.0
"The couples",1.0
"The coupons",1.0
"The cowboy",1.0
"The coziness",1.0
"The crab",5.0
"The crabcake",1.0
"The crabcakes",1.0
"The crabmeat",1.0
"The craw",1.0
"The crazier",1.0
"The crazy",3.0
"The creamed",2.0
"The creaminess",1.0
"The creamy",1.0
"The credit",1.0
"The creme",2.0
"The crepe",3.0
"The crepes",2.0
"The crew",3.0
"The crispy",1.0
"The croutons",1.0
"The crowd",10.0
"The crunch",1.0
"The crust",5.0
"The crusty",1.0
"The cuban",1.0
"The cultural",1.0
"The cupcakes",3.0
"The cured",1.0
"The current",2.0
"The curries",1.0
"The curry",3.0
"The custard",5.0
"The customer",4.0
"The customers",1.0
"The cute",1.0
"The cuts",3.0
"The daikon",2.0
"The daily",1.0
"The dairy",1.0
"The damage",1.0
"The dance",1.0
"The dark",2.0
"The darker",1.0
"The date",1.0
"The daughter",2.0
"The day",2.0
"The dcor",2.0
"The decadent",1.0
"The decor",53.0
"The decorambiance",1.0
"The decorations",1.0
"The deep",1.0
"The default",1.0
"The deli",1.0
"The deliciousness",1.0
"The delivery",2.0
"The descriptions",1.0
"The desert",1.0
"The deserts",1.0
"The design",2.0
"The dessert",6.0
"The desserts",4.0
"The deviled",1.0
"The difference",2.0
"The different",3.0
"The dim",1.0
"The dining",6.0
"The dinner",4.0
"The dip",1.0
"The dipping",1.0
"The dish",7.0
"The dishes",1.0
"The diverse",1.0
"The dog",2.0
"The doors",1.0
"The dosai",1.0
"The dough",1.0
"The down",1.0
"The downsides",1.0
"The downstairs",1.0
"The dressing",5.0
"The drink",8.0
"The drinks",12.0
"The drinkshe",1.0
"The drinkshmmmpretty",1.0
"The drip",1.0
"The drive",1.0
"The drivethru",1.0
"The duck",8.0
"The ducks",1.0
"The dudes",2.0
"The dumplings",1.0
"The duo",1.0
"The edamame",1.0
"The edges",1.0
"The egg",2.0
"The eggabagel",1.0
"The eggplant",8.0
"The eggrolls",1.0
"The eggs",3.0
"The employee",1.0
"The employees",10.0
"The empty",1.0
"The enchalada",1.0
"The enchilada",2.0
"The enchiladas",1.0
"The end",2.0
"The entertainment",1.0
"The entire",10.0
"The entree",1.0
"The entrees",3.0
"The environment",1.0
"The espresso",2.0
"The evening",1.0
"The experience",4.0
"The fabulous",2.0
"The facility",1.0
"The fact",7.0
"The falafel",4.0
"The family",2.0
"The fan",2.0
"The farthest",1.0
"The fat",1.0
"The few",1.0
"The fiance",1.0
"The field",1.0
"The fig",1.0
"The filet",1.0
"The fillet",1.0
"The filling",3.0
"The fingers",1.0
"The first",34.0
"The fish",13.0
"The fixtures",1.0
"The flatbread",1.0
"The flauta",1.0
"The flavor",9.0
"The flavors",16.0
"The floor",1.0
"The flooring",1.0
"The flow",1.0
"The focus",1.0
"The foie",2.0
"The fois",1.0
"The folded",1.0
"The folks",1.0
"The follow",2.0
"The following",1.0
"The food",267.0
"The foodgreat",1.0
"The foods",1.0
"The for",1.0
"The formula",1.0
"The four",1.0
"The free",1.0
"The freestanding",2.0
"The french",3.0
"The fresh",7.0
"The fried",10.0
"The friend",1.0
"The friendly",4.0
"The fries",29.0
"The friesaioli",1.0
"The friggin",1.0
"The front",4.0
"The fruit",2.0
"The fry",3.0
"The fubar",2.0
"The full",1.0
"The funny",2.0
"The gal",2.0
"The galbi",1.0
"The gals",1.0
"The gardiniera",1.0
"The garlic",8.0
"The gaucho",1.0
"The gelato",1.0
"The gentleman",2.0
"The gestalt",1.0
"The gfs",1.0
"The ginger",1.0
"The girl",9.0
"The girlfriend",1.0
"The glass",1.0
"The glaze",1.0
"The gnocchi",3.0
"The goat",2.0
"The good",6.0
"The goods",1.0
"The goodssuper",1.0
"The gorgonzola",1.0
"The grand",1.0
"The granola",2.0
"The gravy",1.0
"The great",1.0
"The greek",2.0
"The green",7.0
"The greet",1.0
"The greeting",1.0
"The grill",1.0
"The grilled",3.0
"The grubjust",1.0
"The guacamole",1.0
"The gulash",1.0
"The gumbo",1.0
"The guy",12.0
"The guys",2.0
"The gyoza",1.0
"The gyro",4.0
"The halibut",3.0
"The hallmark",1.0
"The ham",1.0
"The handrolls",2.0
"The happy",9.0
"The hashbrowns",1.0
"The have",3.0
"The hawaain",2.0
"The help",1.0
"The heuvos",1.0
"The high",2.0
"The highlight",4.0
"The highlights",1.0
"The highlyrecommendedbyourserver",1.0
"The highs",2.0
"The hogie",1.0
"The hollandaise",3.0
"The home",1.0
"The horchata",1.0
"The host",2.0
"The hostess",18.0
"The hostesses",2.0
"The hostesswaiterwaitress",1.0
"The hosts",1.0
"The hot",4.0
"The hotel",3.0
"The hottest",1.0
"The hours",1.0
"The house",1.0
"The hubby",8.0
"The hubs",5.0
"The humble",1.0
"The hummus",9.0
"The humus",1.0
"The husband",3.0
"The ice",10.0
"The iceberg",1.0
"The iced",4.0
"The icing",1.0
"The illuminated",1.0
"The important",1.0
"The incredibly",1.0
"The ingredients",4.0
"The inside",14.0
"The installation",1.0
"The interior",7.0
"The intersection",1.0
"The intimacy",1.0
"The invite",1.0
"The irony",1.0
"The issue",1.0
"The jalepeno",1.0
"The jungle",1.0
"The just",1.0
"The kabobs",1.0
"The karahi",1.0
"The karaoke",1.0
"The kicker",1.0
"The kids",5.0
"The king",1.0
"The kitchen",1.0
"The kobe",1.0
"The kung",1.0
"The lack",3.0
"The ladies",5.0
"The lady",2.0
"The lamb",9.0
"The lasagna",1.0
"The last",15.0
"The late",2.0
"The latte",1.0
"The latter",1.0
"The layout",5.0
"The lb",1.0
"The lemon",3.0
"The lentil",1.0
"The lettuce",1.0
"The light",1.0
"The lighting",3.0
"The lights",2.0
"The line",2.0
"The lines",1.0
"The linguine",1.0
"The list",2.0
"The little",7.0
"The live",1.0
"The loaded",1.0
"The lobby",1.0
"The lobster",7.0
"The local",1.0
"The location",14.0
"The long",1.0
"The look",1.0
"The loss",1.0
"The lovely",1.0
"The low",1.0
"The lows",2.0
"The lumpia",2.0
"The lunch",9.0
"The mac",2.0
"The machaca",1.0
"The madetoorder",1.0
"The main",3.0
"The major",1.0
"The majority",4.0
"The malts",1.0
"The man",2.0
"The management",1.0
"The manager",10.0
"The margaritas",6.0
"The margs",1.0
"The mariachi",1.0
"The marinade",1.0
"The marinara",1.0
"The market",3.0
"The marshmallows",1.0
"The martini",2.0
"The masala",1.0
"The mashed",5.0
"The meal",7.0
"The meals",2.0
"The meat",23.0
"The meatballs",2.0
"The meatbalsl",1.0
"The meatchicken",1.0
"The meats",3.0
"The melt",1.0
"The melted",1.0
"The men",1.0
"The menu",64.0
"The menus",3.0
"The middle",1.0
"The mild",1.0
"The milk",1.0
"The minced",1.0
"The mini",3.0
"The minimum",2.0
"The mint",1.0
"The minute",1.0
"The miso",3.0
"The missus",1.0
"The mix",1.0
"The model",1.0
"The moist",1.0
"The mojitos",2.0
"The moment",3.0
"The most",5.0
"The mother",1.0
"The motivation",1.0
"The mounted",1.0
"The mozarella",1.0
"The mozzarella",2.0
"The munchies",2.0
"The mushroom",3.0
"The mushrooms",1.0
"The music",10.0
"The mussels",2.0
"The mustard",1.0
"The mustards",1.0
"The musto",1.0
"The nachos",3.0
"The nd",1.0
"The neighborhood",1.0
"The new",6.0
"The next",17.0
"The nice",2.0
"The night",1.0
"The nigiri",1.0
"The noise",2.0
"The noodles",5.0
"The not",1.0
"The notsogreat",1.0
"The oatmeal",2.0
"The of",1.0
"The okra",2.0
"The old",1.0
"The olive",1.0
"The omelet",3.0
"The omelets",2.0
"The one",10.0
"The ones",1.0
"The onion",5.0
"The only",75.0
"The onsite",2.0
"The open",1.0
"The orange",4.0
"The order",1.0
"The original",3.0
"The other",23.0
"The others",3.0
"The outdoor",5.0
"The outer",1.0
"The outside",8.0
"The over",1.0
"The overall",5.0
"The overcrowding",1.0
"The overpriced",2.0
"The owner",34.0
"The ownermanager",1.0
"The owners",19.0
"The ownersmanagers",1.0
"The oysters",1.0
"The packaging",1.0
"The pad",1.0
"The palm",1.0
"The pancake",3.0
"The pancakes",3.0
"The pancettawrapped",1.0
"The panko",1.0
"The panseared",1.0
"The papusas",1.0
"The parfaits",1.0
"The parking",9.0
"The parkings",1.0
"The parsley",1.0
"The part",1.0
"The party",1.0
"The passion",1.0
"The pasta",9.0
"The pastas",2.0
"The pasties",1.0
"The pastries",1.0
"The pathways",1.0
"The patio",14.0
"The patiobar",1.0
"The peach",1.0
"The pecan",1.0
"The pecorino",1.0
"The penne",1.0
"The people",24.0
"The pepper",2.0
"The peppers",4.0
"The perfect",5.0
"The perogis",1.0
"The pho",2.0
"The photos",1.0
"The pickled",1.0
"The pics",1.0
"The pieces",1.0
"The pineapple",1.0
"The pink",1.0
"The pita",3.0
"The pitas",1.0
"The pizza",35.0
"The pizzas",3.0
"The place",89.0
"The places",1.0
"The plantains",2.0
"The platano",1.0
"The plate",4.0
"The plates",2.0
"The plating",1.0
"The platter",2.0
"The po",1.0
"The point",1.0
"The pomme",2.0
"The pool",3.0
"The poolside",1.0
"The poor",2.0
"The popover",1.0
"The pork",17.0
"The portion",9.0
"The portions",23.0
"The possibilities",1.0
"The pot",1.0
"The potato",2.0
"The potatoes",2.0
"The potential",2.0
"The pounds",1.0
"The power",2.0
"The preparation",2.0
"The presentation",2.0
"The pretzel",1.0
"The pretzels",1.0
"The price",18.0
"The prices",48.0
"The pricing",2.0
"The prickly",1.0
"The prime",4.0
"The problem",4.0
"The produce",5.0
"The protein",2.0
"The public",1.0
"The puff",1.0
"The pumpkin",2.0
"The pupusa",1.0
"The quail",1.0
"The quality",5.0
"The quarterstick",1.0
"The queso",1.0
"The quiche",1.0
"The raspberry",2.0
"The ravioli",3.0
"The raw",2.0
"The rd",1.0
"The ready",1.0
"The real",2.0
"The really",2.0
"The reason",7.0
"The red",7.0
"The regular",3.0
"The regulars",1.0
"The remodeled",1.0
"The renewal",1.0
"The resort",1.0
"The rest",7.0
"The restaurant",58.0
"The restaurants",1.0
"The restroom",1.0
"The result",3.0
"The reviewer",1.0
"The reviews",2.0
"The ribeye",1.0
"The ribs",3.0
"The rice",14.0
"The ricebeans",1.0
"The rings",1.0
"The roast",4.0
"The roasted",8.0
"The robes",1.0
"The roils",1.0
"The roll",3.0
"The rolls",8.0
"The room",4.0
"The rooms",1.0
"The rose",1.0
"The roulade",1.0
"The ruben",1.0
"The rye",1.0
"The s",1.0
"The sage",1.0
"The salad",23.0
"The salads",10.0
"The salmon",4.0
"The salsa",17.0
"The salsas",1.0
"The saltyness",1.0
"The same",3.0
"The sammy",1.0
"The sampler",1.0
"The samples",1.0
"The sandwich",8.0
"The sandwiches",3.0
"The sangria",1.0
"The sashimi",1.0
"The sauce",24.0
"The sauces",4.0
"The sausage",5.0
"The scale",1.0
"The scallop",1.0
"The scallops",4.0
"The scene",3.0
"The scenery",2.0
"The seafood",2.0
"The seared",1.0
"The seasonal",1.0
"The seasoned",1.0
"The seasoning",1.0
"The seasonings",1.0
"The seat",1.0
"The seating",7.0
"The seats",2.0
"The second",10.0
"The selection",4.0
"The selling",1.0
"The server",36.0
"The serverbartender",1.0
"The servers",27.0
"The service",267.0
"The serving",4.0
"The servings",1.0
"The set",2.0
"The setting",2.0
"The setup",1.0
"The shabu",1.0
"The shakes",3.0
"The shank",1.0
"The shawerma",1.0
"The shirazi",1.0
"The shop",7.0
"The short",1.0
"The show",1.0
"The shredded",2.0
"The shrimp",8.0
"The side",8.0
"The sides",5.0
"The sign",1.0
"The signage",1.0
"The simplicity",1.0
"The size",1.0
"The skin",4.0
"The skinny",2.0
"The sliced",1.0
"The slices",2.0
"The sliders",2.0
"The small",4.0
"The smashfries",1.0
"The smoked",1.0
"The smoothie",1.0
"The snickerdoodle",1.0
"The sommelier",1.0
"The soup",19.0
"The soups",3.0
"The sour",1.0
"The southwestern",1.0
"The space",9.0
"The spacing",1.0
"The spaetzal",1.0
"The spagetti",1.0
"The special",3.0
"The specials",4.0
"The specialty",2.0
"The specific",1.0
"The spice",1.0
"The spices",2.0
"The spicy",8.0
"The spinach",1.0
"The spot",2.0
"The spread",1.0
"The spring",6.0
"The staff",161.0
"The staffjackasses",1.0
"The star",1.0
"The stars",1.0
"The starter",1.0
"The steak",19.0
"The steaken",1.0
"The steaks",7.0
"The steam",1.0
"The stew",1.0
"The sticky",1.0
"The stockyards",1.0
"The store",3.0
"The stuffed",2.0
"The style",1.0
"The subs",1.0
"The sugar",1.0
"The suggested",1.0
"The sun",1.0
"The super",2.0
"The surrounding",1.0
"The sushi",16.0
"The sweet",6.0
"The sweetness",1.0
"The table",2.0
"The tables",7.0
"The tableside",1.0
"The tableware",1.0
"The tabouli",1.0
"The taco",3.0
"The tacos",5.0
"The tamale",1.0
"The tamales",3.0
"The tandoori",2.0
"The tapas",1.0
"The taste",3.0
"The tastiest",1.0
"The tasting",1.0
"The tea",3.0
"The tempura",2.0
"The tenders",1.0
"The teriyaki",3.0
"The texture",6.0
"The th",2.0
"The thai",1.0
"The theme",1.0
"The thin",1.0
"The thing",3.0
"The things",1.0
"The third",1.0
"The thought",2.0
"The three",7.0
"The times",1.0
"The tiny",1.0
"The tiramisu",3.0
"The toast",1.0
"The toasted",1.0
"The tomato",2.0
"The tomatoes",4.0
"The top",3.0
"The topper",1.0
"The toppings",2.0
"The torta",1.0
"The tortelli",1.0
"The tortilla",2.0
"The tortillas",7.0
"The tostada",2.0
"The total",5.0
"The tots",1.0
"The towering",1.0
"The trashy",2.0
"The tropical",1.0
"The truffle",1.0
"The truffled",1.0
"The truly",1.0
"The tuna",4.0
"The tunapica",1.0
"The turkey",2.0
"The turnover",1.0
"The twin",1.0
"The two",7.0
"The typical",2.0
"The tzatziki",2.0
"The u",1.0
"The ultimate",1.0
"The uncomplicated",1.0
"The underdone",1.0
"The upsides",1.0
"The upstairs",3.0
"The valet",5.0
"The valley",1.0
"The value",1.0
"The variety",2.0
"The veal",2.0
"The vegans",1.0
"The vegetable",2.0
"The vegetables",4.0
"The vegetarian",1.0
"The veggie",2.0
"The venue",2.0
"The verdict",1.0
"The very",1.0
"The vibe",2.0
"The view",6.0
"The views",1.0
"The vinaigrette",1.0
"The voucher",1.0
"The waffle",1.0
"The waffles",2.0
"The wagyu",1.0
"The wait",27.0
"The waiter",23.0
"The waiters",8.0
