_id,value
"but im",1.0
"but inexperienced",1.0
"but is",3.0
"but it",33.0
"but its",17.0
"but just",4.0
"but kinda",2.0
"but lacked",2.0
"but laughed",1.0
"but look",2.0
"but looked",1.0
"but lord",1.0
"but love",1.0
"but luckily",3.0
"but lunch",1.0
"but luv",1.0
"but mainly",1.0
"but may",1.0
"but maybe",1.0
"but mostly",1.0
"but my",8.0
"but never",2.0
"but nice",1.0
"but no",1.0
"but nobody",1.0
"but not",29.0
"but nothing",6.0
"but now",2.0
"but nowhere",1.0
"but of",2.0
"but oh",1.0
"but on",2.0
"but once",3.0
"but one",1.0
"but only",1.0
"but opted",2.0
"but other",3.0
"but otherwise",2.0
"but our",5.0
"but oursno",1.0
"but overall",4.0
"but perhaps",1.0
"but please",1.0
"but pretty",1.0
"but rather",1.0
"but razz",1.0
"but really",1.0
"but right",1.0
"but sadly",1.0
"but satisfying",2.0
"but seared",2.0
"but seemed",1.0
"but seriously",1.0
"but she",8.0
"but simply",1.0
"but since",2.0
"but skip",1.0
"but slipped",1.0
"but so",1.0
"but some",1.0
"but sometimes",2.0
"but still",6.0
"but stillno",1.0
"but stopped",1.0
"but strangely",1.0
"but taller",1.0
"but tasty",1.0
"but that",8.0
"but thats",3.0
"but the",51.0
"but their",3.0
"but then",5.0
"but there",5.0
"but they",22.0
"but this",14.0
"but to",1.0
"but today",1.0
"but trust",1.0
"but twice",1.0
"but unfortunantly",1.0
"but unfortunately",2.0
"but usually",1.0
"but very",1.0
"but waited",1.0
"but was",8.0
"but wasnt",2.0
"but we",6.0
"but went",1.0
"but were",1.0
"but what",9.0
"but when",9.0
"but who",1.0
"but wish",1.0
"but with",5.0
"but worth",1.0
"but wouldnt",1.0
"but yesterday",1.0
"but you",6.0
"but youll",1.0
"but your",1.0
"butcher shop",1.0
"butcherblock tables",1.0
"butt lamps",1.0
"buttcheek shorts",1.0
"butter After",1.0
"butter This",1.0
"butter We",1.0
"butter and",2.0
"butter bc",1.0
"butter cream",1.0
"butter cups",2.0
"butter in",1.0
"butter sage",1.0
"butter sauce",1.0
"butter skip",1.0
"butter then",1.0
"butter there",1.0
"butter with",1.0
"buttercream Oh",1.0
"buttercream also",1.0
"buttered rice",2.0
"butternut squash",3.0
"buttery Ive",1.0
"buttery bourbon",1.0
"button mushrooms",1.0
"button to",1.0
"buy The",1.0
"buy a",8.0
"buy and",1.0
"buy anything",2.0
"buy drinks",1.0
"buy em",2.0
"buy food",1.0
"buy from",1.0
"buy frozen",1.0
"buy get",2.0
"buy nuts",1.0
"buy one",2.0
"buy patio",2.0
"buy personally",1.0
"buy pork",1.0
"buy products",2.0
"buy so",1.0
"buy some",2.0
"buy ten",1.0
"buy the",2.0
"buyers remorse",1.0
"buying a",1.0
"buying everything",2.0
"buying it",1.0
"buying some",2.0
"buying white",1.0
"buyonegetoneforanickel sale",1.0
"buys a",1.0
"buzz about",1.0
"by Al",1.0
"by Julie",1.0
"by Northeasternliberalslightly",1.0
"by Sunflower",1.0
"by a",7.0
"by accident",3.0
"by after",1.0
"by all",2.0
"by and",5.0
"by another",2.0
"by any",3.0
"by at",1.0
"by autism",1.0
"by campy",1.0
"by confessing",1.0
"by during",1.0
"by far",6.0
"by freshly",1.0
"by glass",1.0
"by good",1.0
"by great",1.0
"by having",1.0
"by her",1.0
"by him",1.0
"by inch",1.0
"by instead",1.0
"by it",1.0
"by itself",1.0
"by littering",1.0
"by me",1.0
"by my",5.0
"by non",1.0
"by others",1.0
"by our",1.0
"by pm",1.0
"by reading",1.0
"by some",1.0
"by the",36.0
"by these",2.0
"by this",4.0
"by to",3.0
"by trying",2.0
"by two",2.0
"by us",1.0
"by walking",1.0
"by what",1.0
"cab if",1.0
"cabanas to",1.0
"cabbage and",1.0
"cabbage enchiladas",1.0
"cabbage kimchi",2.0
"cabin ambiance",1.0
"cabin feel",1.0
"cabin like",1.0
"caesar salad",6.0
"caf in",1.0
"cafe I",1.0
"cafe Its",1.0
"cafe part",1.0
"cafes to",1.0
"cafeteria Unfortunately",1.0
"caffeine lovers",1.0
"cake !",2.0
"cake I",1.0
"cake and",1.0
"cake cupcake",1.0
"cake dessert",1.0
"cake for",1.0
"cake maybe",1.0
"cake not",1.0
"cake pop",1.0
"cake pops",2.0
"cake sounded",1.0
"cake super",1.0
"cake w",1.0
"cake was",2.0
"cake with",1.0
"cakes I",1.0
"cakes and",1.0
"cakes in",1.0
"cakes makes",1.0
"cakes red",1.0
"cakes the",1.0
"cakes were",1.0
"calamari The",2.0
"calamari and",7.0
"calamari at",2.0
"calamari be",1.0
"calamari but",2.0
"calamari crab",1.0
"calamari for",1.0
"calamari last",1.0
"calamari was",1.0
"calendar soon",1.0
"calender for",1.0
"cali rolls",2.0
"california etc",1.0
"california rolls",2.0
"call ahead",3.0
"call before",2.0
"call butter",1.0
"call it",3.0
"call itself",1.0
"call me",1.0
"call on",1.0
"call sharing",1.0
"call the",1.0
"call them",1.0
"call you",2.0
"called BIG",1.0
"called Euromarket",1.0
"called Garden",1.0
"called She",2.0
"called Twin",1.0
"called here",1.0
"called in",1.0
"called it",2.0
"called the",1.0
"called them",1.0
"calledit is",1.0
"calls for",1.0
"calls themselves",1.0
"calm degrees",1.0
"calm my",1.0
"calming sounds",1.0
"calories in",1.0
"calzone I",1.0
"calzone i",1.0
"calzones are",2.0
"came !",1.0
"came AFTER",1.0
"came after",1.0
"came and",1.0
"came around",1.0
"came as",2.0
"came back",4.0
"came from",1.0
"came here",3.0
"came in",7.0
"came on",4.0
"came out",16.0
"came over",4.0
"came right",1.0
"came sprinkled",1.0
"came the",2.0
"came thru",1.0
"came to",8.0
"came up",1.0
"came was",2.0
"came with",25.0
"cameras on",1.0
"campbell near",1.0
"camper Definitely",1.0
"campy New",1.0
"campy you",1.0
"can I",2.0
"can Not",1.0
"can accommodate",1.0
"can actually",1.0
"can also",3.0
"can alter",1.0
"can always",2.0
"can and",1.0
"can ask",1.0
"can assure",1.0
"can be",17.0
"can bring",1.0
"can buy",3.0
"can call",2.0
"can come",1.0
"can compare",1.0
"can convince",1.0
"can cork",1.0
"can count",2.0
"can cross",1.0
"can cut",1.0
"can delight",2.0
"can do",2.0
"can eat",4.0
"can exchange",1.0
"can find",2.0
"can get",9.0
"can go",1.0
"can have",2.0
"can help",2.0
"can improve",1.0
"can insert",1.0
"can just",2.0
"can make",6.0
"can never",1.0
"can not",18.0
"can now",1.0
"can only",1.0
"can order",1.0
"can pick",1.0
"can plan",2.0
"can practically",1.0
"can prepare",2.0
"can print",1.0
"can probably",1.0
"can really",2.0
"can remember",1.0
"can respect",1.0
"can result",2.0
"can say",5.0
"can see",3.0
"can seriously",2.0
"can share",1.0
"can sit",2.0
"can snag",1.0
"can still",2.0
"can stop",2.0
"can sub",1.0
"can take",1.0
"can tell",6.0
"can that",1.0
"can they",1.0
"can think",1.0
"can through",1.0
"can track",1.0
"can truly",1.0
"can turn",1.0
"can usually",2.0
"can valet",1.0
"can visit",1.0
"can wait",1.0
"can watch",1.0
"can with",1.0
"can witness",1.0
"can write",1.0
"can you",5.0
"canadian bacon",1.0
"canceling that",1.0
"cancels the",1.0
"cancer and",1.0
"candies condiments",1.0
"candle on",1.0
"candles are",1.0
"candles with",2.0
"candy and",1.0
"candy ever",1.0
"candy so",1.0
"candy they",1.0
"canollisyou wont",1.0
"cant Im",1.0
"cant ask",1.0
"cant be",4.0
"cant beat",5.0
"cant believe",4.0
"cant complain",1.0
"cant do",2.0
"cant eat",1.0
"cant even",1.0
"cant get",1.0
"cant go",5.0
"cant handle",1.0
"cant hear",1.0
"cant help",2.0
"cant make",1.0
"cant miss",1.0
"cant pass",1.0
"cant really",4.0
"cant remember",6.0
"cant say",3.0
"cant see",1.0
"cant smoke",1.0
"cant stop",2.0
"cant taste",2.0
"cant tear",1.0
"cant tell",1.0
"cant think",1.0
"cant wait",14.0
"capermustard vinaigrette",2.0
"caprese salad",1.0
"capture your",1.0
"car I",1.0
"car doors",1.0
"car for",1.0
"car myself",1.0
"car windshield",1.0
"car without",1.0
"carabbas this",1.0
"carafe at",1.0
"caramelized coat",1.0
"caramelized with",1.0
"carb rolls",3.0
"carbonated soda",1.0
"card Not",2.0
"card Of",1.0
"card She",1.0
"card and",1.0
"card at",1.0
"card but",1.0
"card buy",3.0
"card for",2.0
"card here",1.0
"card over",1.0
"card she",1.0
"card to",1.0
"card turned",1.0
"card was",1.0
"card when",1.0
"carded here",1.0
"cards It",2.0
"cards for",1.0
"cards or",2.0
"cards to",1.0
"care about",1.0
"care for",8.0
"care if",2.0
"care much",1.0
"care of",3.0
"care that",1.0
"care to",1.0
"care what",1.0
"cared about",1.0
"careful it",1.0
"carmelized ginger",1.0
"carne adovada",1.0
"carne asada",2.0
"carne asade",1.0
"carpaccio Its",1.0
"carpaccio this",1.0
"carpet around",1.0
"carpet outside",1.0
"carrot and",2.0
"carrot cake",1.0
"carrot gelato",1.0
"carrot salad",2.0
"carry around",1.0
"carry multiple",1.0
"carrying those",1.0
"cars to",1.0
"carte items",1.0
"carts being",1.0
"carved saloon",1.0
"case Bacardi",1.0
"case I",2.0
"case for",2.0
"case in",1.0
"case of",6.0
"case the",3.0
"case we",1.0
"case xtreme",1.0
"cash and",1.0
"cash discounts",1.0
"cash go",1.0
"cash if",1.0
"cashed there",1.0
"cashier Love",1.0
"cashier and",2.0
"cashierwaitress brings",1.0
"cashierwaitress was",1.0
"cast iron",1.0
"casual The",1.0
"casual and",1.0
"casual atmosphere",2.0
"casual music",1.0
"casual quick",2.0
"casual relaxed",1.0
"casual service",2.0
"casual the",1.0
"catch happy",1.0
"catch the",1.0
"cater to",1.0
"catered to",1.0
"catering to",1.0
"caterpillar roll",1.0
"caterpillar rool",1.0
"catfish crabs",1.0
"catfish tacos",2.0
"cats could",1.0
"caught myself",1.0
"caught on",1.0
"caught sight",1.0
"caught some",1.0
"caught them",1.0
"caught up",1.0
"causal elegantHonestly",1.0
"cause I",2.0
"cause they",1.0
"cause this",1.0
"caused unnatural",1.0
"caution the",1.0
"caveat try",1.0
"cavethemed interior",1.0
"ceaser and",1.0
"ceiling As",1.0
"ceiling Beautiful",1.0
"ceiling and",1.0
"ceiling fans",1.0
"ceiling looks",1.0
"ceiling with",1.0
"celebrating an",1.0
"celebrating the",1.0
"cent beers",1.0
"cent broccoli",1.0
"cent if",1.0
"center Dont",1.0
"center The",1.0
"center and",1.0
"center cut",1.0
"center of",2.0
"center plaza",1.0
"central Scottsdale",1.0
"cents a",3.0
"cents appertizer",2.0
"cents each",2.0
"cents off",1.0
"cents or",1.0
"century !",1.0
"certain amount",4.0
"certain believe",1.0
"certain comfortable",1.0
"certain demographic",1.0
"certain desserts",1.0
"certain dishes",1.0
"certain hours",1.0
"certain however",1.0
"certain locations",1.0
"certain time",1.0
"certainly a",1.0
"certainly be",2.0
"certainly had",1.0
"certainly not",2.0
"certainly ours",1.0
"certainly prefer",1.0
"certainly surpassed",1.0
"certainly wouldnt",1.0
"certificate for",3.0
"certificate on",1.0
"certificate they",1.0
"certificate we",2.0
"certificates first",1.0
"cervezas !",1.0
"ceviche and",1.0
"ceviche salad",1.0
"ceviche the",1.0
"chae was",2.0
"chai Try",1.0
"chai have",1.0
"chain Its",1.0
"chain Thai",1.0
"chain restaurant",2.0
"chain restaurants",2.0
"chain the",1.0
"chain there",1.0
"chain was",1.0
"chains this",1.0
"chair area",1.0
"chair restaurant",1.0
"chairs and",1.0
"chairs are",1.0
"chairs loved",1.0
"chairs outside",1.0
"chairs werent",1.0
"chalk board",1.0
"chalkboard above",1.0
"challa roll",2.0
"challah bun",1.0
"challenge every",1.0
"challenge of",1.0
"champ knows",1.0
"champagne and",1.0
"chance !",1.0
"chance and",1.0
"chance check",1.0
"chance on",1.0
"chance to",5.0
"chandler !",1.0
"change And",1.0
"change Look",1.0
"change and",1.0
"change by",1.0
"change in",1.0
"change it",1.0
"change occasionaly",1.0
"change of",2.0
"change one",2.0
"changed my",1.0
"changed on",1.0
"changed since",1.0
"changed their",1.0
"changes daily",1.0
"changes seasonally",1.0
"changing the",1.0
"changng veggievegan",1.0
"chaos You",2.0
"chaotic but",2.0
"char on",1.0
"char sui",1.0
"character He",1.0
"character the",1.0
"charcuterie board",1.0
"chard which",1.0
"chardonnaycabernet and",2.0
"charge The",1.0
"charge and",1.0
"charge for",1.0
"charged $",1.0
"charged for",1.0
"charged fullprice",1.0
"charged us",1.0
"charges !",1.0
"charging more",2.0
"charming and",1.0
"charred I",1.0
"charred bits",3.0
"charred texture",1.0
"chaser Anyway",1.0
"chat about",1.0
"chat before",1.0
"chat with",1.0
"chatted them",1.0
"chatting with",1.0
"cheap !",4.0
"cheap But",1.0
"cheap Cosmos",1.0
"cheap Each",1.0
"cheap Fun",1.0
"cheap Imitation",1.0
"cheap In",1.0
"cheap Margarita",2.0
"cheap and",3.0
"cheap as",3.0
"cheap beers",2.0
"cheap buffet",1.0
"cheap drinks",2.0
"cheap eats",1.0
"cheap good",1.0
"cheap happy",2.0
"cheap lobster",1.0
"cheap on",1.0
"cheap or",1.0
"cheap pizza",2.0
"cheap prices",1.0
"cheap quick",1.0
"cheap they",1.0
"cheap yay",1.0
"cheaper The",1.0
"cheaper and",2.0
"cheaper at",1.0
"cheaper but",1.0
"cheaper to",1.0
"cheapest appetizers",1.0
"cheapest lunch",1.0
"cheapest we",1.0
"cheat on",1.0
"check Thank",1.0
"check and",1.0
"check cashed",1.0
"check for",1.0
"check in",3.0
"check it",5.0
"check little",1.0
"check my",1.0
"check on",3.0
"check out",17.0
"check their",1.0
"check them",2.0
"check this",3.0
"check your",1.0
"checked by",1.0
"checked in",6.0
"checked on",1.0
"checked out",3.0
"checkers and",1.0
"checkin The",2.0
"checkin on",2.0
"checkin screen",2.0
"checkin special",2.0
"checkin specials",2.0
"checking in",3.0
"checking out",1.0
"checking tons",1.0
"checkout while",1.0
"checks Aside",1.0
"checks for",1.0
"checks wow",1.0
"cheddar and",1.0
"cheddar cheese",1.0
"cheddar gruyere",1.0
"cheddar stuffed",1.0
"cheerful I",1.0
"cheers to",1.0
"cheese !",1.0
"cheese $",1.0
"cheese A",1.0
"cheese DEEELICIOUS",1.0
"cheese Huge",1.0
"cheese Its",1.0
"cheese The",1.0
"cheese We",1.0
"cheese adobo",1.0
"cheese along",1.0
"cheese and",8.0
"cheese bland",1.0
"cheese board",1.0
"cheese braised",1.0
"cheese bread",1.0
"cheese burrito",1.0
"cheese but",1.0
"cheese chives",2.0
"cheese chocolate",2.0
"cheese crisp",4.0
"cheese curds",4.0
"cheese danish",1.0
"cheese didnt",1.0
"cheese dip",1.0
"cheese enchilada",2.0
"cheese enchiladas",1.0
"cheese ever",1.0
"cheese fantasia",2.0
"cheese filling",1.0
"cheese fondue",1.0
"cheese frosting",1.0
"cheese here",1.0
"cheese however",1.0
"cheese hummus",1.0
"cheese of",1.0
"cheese olives",2.0
"cheese on",3.0
"cheese or",1.0
"cheese pizza",2.0
"cheese plate",3.0
"cheese portion",1.0
"cheese puff",1.0
"cheese pupusas",1.0
"cheese quesadilla",1.0
"cheese ravioli",1.0
"cheese sauce",1.0
"cheese steak",1.0
"cheese steaks",2.0
"cheese tasty",1.0
"cheese the",1.0
"cheese this",1.0
"cheese walnuts",1.0
"cheese was",2.0
"cheese were",2.0
"cheese which",1.0
"cheese with",3.0
"cheeseburger pasty",2.0
"cheeseburgers Dinner",1.0
"cheeseburgers chicken",1.0
"cheesecake chunks",1.0
"cheesecake is",1.0
"cheeses !",1.0
"cheeses One",1.0
"cheeses The",1.0
"cheeses We",1.0
"cheeses but",1.0
"cheeses including",1.0
"cheeses unlike",1.0
"cheesey enough",1.0
"cheesey goodness",1.0
"cheesy bread",1.0
"cheesy corn",1.0
"cheesy garlic",1.0
"cheesy potatoes",1.0
"chef The",1.0
"chef definitely",1.0
"chef for",1.0
"chef that",1.0
"chefs are",2.0
"chefs but",1.0
"chefs create",1.0
"chefs greet",2.0
"chefs overworked",1.0
"chefs table",3.0
"cherries that",1.0
"cherry zeppole",1.0
"chewy And",1.0
"chewy it",1.0
"chewy the",1.0
"chianti I",1.0
"chic and",1.0
"chic place",1.0
"chic quintessential",1.0
"chicken Green",1.0
"chicken I",1.0
"chicken It",1.0
"chicken So",1.0
"chicken and",8.0
"chicken bathed",1.0
"chicken bowl",1.0
"chicken breasts",1.0
"chicken dishes",2.0
"chicken dumplings",1.0
"chicken enchiladas",1.0
"chicken etc",2.0
"chicken flatbread",1.0
"chicken for",1.0
"chicken get",1.0
"chicken gyro",2.0
"chicken is",2.0
"chicken kabobs",1.0
"chicken lavosh",2.0
"chicken lettuce",1.0
"chicken mole",1.0
"chicken now",1.0
"chicken on",1.0
"chicken oscar",1.0
"chicken panini",1.0
"chicken pasta",2.0
"chicken pinenuts",2.0
"chicken pork",1.0
"chicken reasonably",2.0
"chicken salad",5.0
"chicken saladhe",1.0
"chicken sandwich",2.0
"chicken sandwiches",1.0
"chicken schnitzel",1.0
"chicken shawerma",2.0
"chicken shawirma",2.0
"chicken skewers",2.0
"chicken stringy",1.0
"chicken strips",1.0
"chicken sushi",2.0
"chicken taco",1.0
"chicken tacoswhich",1.0
"chicken tender",1.0
"chicken tenders",3.0
"chicken that",1.0
"chicken tika",1.0
"chicken tikka",2.0
"chicken twice",2.0
"chicken used",2.0
"chicken vegetarian",2.0
"chicken was",3.0
"chicken were",1.0
"chicken which",1.0
"chicken wings",5.0
"chicken with",3.0
"chickenzuchinniitalilan bacon",1.0
"chickpea ceviche",1.0
"chihuahua cheese",1.0
"child so",2.0
"childlike tolerance",1.0
"children Wont",1.0
"children were",1.0
"chile butter",1.0
"chile chimichanga",1.0
"chile is",1.0
"chile peppers",1.0
"chile relleno",1.0
"chile sauceit",1.0
"chile strips",1.0
"chili and",1.0
"chili calamari",2.0
"chili fries",1.0
"chili logo",1.0
"chili nachos",1.0
"chili pork",1.0
"chili sauce",3.0
"chill Very",1.0
"chill environment",1.0
"chill for",1.0
"chill out",2.0
"chill with",1.0
"chille relleno",1.0
"chilled and",1.0
"chilled enough",1.0
"chilled granita",1.0
"chillis and",1.0
"chimichanga cheese",1.0
"chimichanga with",1.0
"chimis flautas",2.0
"chimis mini",1.0
"chinese combo",1.0
"chinese cultural",1.0
"chinese food",1.0
"chinese in",2.0
"chip batter",1.0
"chipolte and",1.0
"chipotle cheddar",1.0
"chipotle cream",2.0
"chipotle salsa",1.0
"chipotle sauce",3.0
"chipotle vinaigrette",1.0
"chips All",1.0
"chips And",1.0
"chips I",1.0
"chips Ohhh",1.0
"chips The",1.0
"chips and",11.0
"chips are",3.0
"chips burgers",1.0
"chips for",1.0
"chips fruit",2.0
"chips hed",1.0
"chips laying",1.0
"chips seemed",1.0
"chips tasted",1.0
"chips that",2.0
"chips the",1.0
"chips were",3.0
"chiptole pasta",1.0
"chitarra $",1.0
"chives on",1.0
"chives pork",2.0
"choc sauce",1.0
"chockfull of",1.0
"chocolate all",2.0
"chocolate and",1.0
"chocolate cake",1.0
"chocolate chocolate",2.0
"chocolate cream",2.0
"chocolate doesnt",1.0
"chocolate lava",1.0
"chocolate mousse",1.0
"chocolate on",1.0
"chocolate sauce",1.0
"chocolate that",1.0
"chocolate they",1.0
"chocolate truffle",1.0
"chocolates made",1.0
"chocolatevanilla buttercream",1.0
"choice !",1.0
"choice Im",1.0
"choice It",1.0
"choice Turns",1.0
"choice WILL",1.0
"choice but",1.0
"choice for",3.0
"choice if",1.0
"choice in",1.0
"choice of",3.0
"choices Check",1.0
"choices Ill",1.0
"choices Once",1.0
"choices and",1.0
"choices but",2.0
"choices down",1.0
"choices just",1.0
"choices or",1.0
"choose They",2.0
"choose Total",1.0
"choose from",12.0
"choose to",1.0
"chop it",1.0
"chopped chicken",2.0
"chopped salad",2.0
"chopped turkey",1.0
"chops and",2.0
"chops with",1.0
"chorizo black",1.0
"chorizo chili",1.0
"chorizo pork",1.0
"chose Rositas",2.0
"chose corn",1.0
"chose fromI",2.0
"chose our",1.0
"chose the",5.0
"chose these",1.0
"chose this",1.0
"chose to",1.0
"chose was",1.0
"chow fun",2.0
"chowder My",1.0
"chowder that",1.0
"chowing down",1.0
"choy you",1.0
"christsakes After",1.0
"chrome and",1.0
"chunks better",1.0
"chunks in",1.0
"chunks of",2.0
"churro !",1.0
"chutney Good",1.0
"chutney If",2.0
"chutney walnuts",1.0
"ciabatta with",1.0
"cider Wyders",1.0
"cigars Even",1.0
"cilantro Quick",1.0
"cilantro butter",2.0
"cilantro flavored",3.0
"cilantro jalapeno",2.0
"cilantro mousse",1.0
"cinched a",1.0
"cinnamon crisp",1.0
"cinnamon in",1.0
"circled a",1.0
"circular bar",1.0
"circular wall",1.0
"circulation was",1.0
"circumstance order",1.0
"circus and",1.0
"cities I",1.0
"citrus grapefruit",1.0
"city I",1.0
"city Phoenixs",1.0
"city by",1.0
"city lol",1.0
"city of",1.0
"city was",1.0
"city with",1.0
"claim it",1.0
"claim sportsbar",1.0
"claimed to",1.0
"clams or",1.0
"class like",1.0
"classes of",1.0
"classhigh class",1.0
"classic Whiteboy",2.0
"classic mojito",1.0
"classic ones",1.0
"classic yellow",1.0
"classier shopping",1.0
"classycasual well",1.0
"clean I",1.0
"clean Pink",1.0
"clean The",1.0
"clean and",3.0
"clean bathrooms",2.0
"clean fun",1.0
"clean people",1.0
"clean tasting",1.0
"clean this",1.0
"clean up",1.0
"clean upscale",1.0
"cleaning my",1.0
"cleanliness service",1.0
"clear They",1.0
"clear it",1.0
"clear of",1.0
"cleared and",1.0
"cleared that",1.0
"clearly goes",1.0
"clears your",1.0
"clients here",1.0
"clients there",1.0
"clippings Like",1.0
"cloak I",1.0
"close SO",1.0
"close Yeah",1.0
"close and",2.0
"close by",1.0
"close from",1.0
"close on",1.0
"close they",1.0
"close to",5.0
"close together",5.0
"close your",2.0
"closed Sundays",1.0
"closed all",1.0
"closed off",1.0
"closed on",3.0
"closed so",1.0
"closed we",1.0
"closer Also",1.0
"closer to",4.0
"closerconvenient !",1.0
"closest to",2.0
"closet daysI",1.0
"closet display",1.0
"closet space",1.0
"closing and",1.0
"closing but",1.0
"closing so",1.0
"clothes Bonus",1.0
"clover feeling",1.0
"club I",1.0
"club Their",1.0
"club check",1.0
"club coupon",1.0
"club goers",1.0
"club is",2.0
"club meeting",2.0
"club to",1.0
"clubhouse sandwich",1.0
"clue what",1.0
"clueit was",1.0
"clueless waitresses",1.0
"clumsy However",1.0
"coarse deli",1.0
"coat and",1.0
"coated bacon",1.0
"coating was",1.0
"cob Excellent",1.0
"cocktail I",2.0
"cocktail diced",1.0
"cocktail is",1.0
"cocktail sauce",1.0
"cocktail was",2.0
"cocktail when",1.0
"cocktail which",1.0
"cocktails I",1.0
"cocktails Their",2.0
"cocktails a",1.0
"cocktails an",1.0
"cocktails and",1.0
"cocktails menu",1.0
"cocktails on",1.0
"cocktails seem",2.0
"cocktails shorty",1.0
"cocktails this",1.0
"cocktails werent",1.0
"cocktails without",1.0
"cocktailsso basically",1.0
"cocktailswhatever your",1.0
"cocoa Chocolate",1.0
"coconut $",1.0
"coconut Superb",1.0
"coconut breaded",1.0
"coconut shrimp",1.0
"coconut type",1.0
"cod Maybe",1.0
"coffee Then",1.0
"coffee They",1.0
"coffee What",1.0
"coffee Who",1.0
"coffee and",1.0
"coffee can",1.0
"coffee for",1.0
"coffee in",1.0
"coffee places",1.0
"coffee shop",2.0
"coffee they",1.0
"coffees on",1.0
"coke full",1.0
"coke trying",1.0
"cold I",3.0
"cold and",1.0
"cold as",1.0
"cold forced",1.0
"cold night",1.0
"cold plate",1.0
"cold throw",1.0
"colder I",1.0
"coldif that",1.0
"coldness of",1.0
"cole slaw",1.0
"coleslaw it",1.0
"coleslaw though",1.0
"collaboration with",1.0
"collection of",1.0
"college aged",1.0
"college graduation",1.0
"collegetypes and",1.0
"color and",1.0
"color in",1.0
"color of",1.0
"color to",2.0
"colored and",1.0
"colorful They",1.0
"colorful and",1.0
"colorful atmosphere",1.0
"colorful rolls",2.0
"colors of",1.0
"combination and",1.0
"combination bakery",1.0
"combination of",3.0
"combination plate",1.0
"combination wine",1.0
"combinations from",1.0
"combinations that",1.0
"combine it",1.0
"combines the",2.0
"combines well",1.0
"combining her",1.0
"combo Although",1.0
"combo and",1.0
"combo appetizer",1.0
"combo lunch",1.0
"combo regular",1.0
"combo that",1.0
"combo was",1.0
"combo with",2.0
"combos Everything",1.0
"combos are",1.0
"combos both",1.0
"come ON",1.0
"come Since",1.0
"come So",2.0
"come a",1.0
"come around",1.0
"come as",1.0
"come back",19.0
"come by",1.0
"come correct",1.0
"come early",1.0
"come for",2.0
"come here",12.0
"come in",2.0
"come out",5.0
"come over",2.0
"come the",1.0
"come to",1.0
"come up",3.0
"come with",3.0
"comes I",1.0
"comes around",1.0
"comes fresh",1.0
"comes from",1.0
"comes in",2.0
"comes out",6.0
"comes served",3.0
"comes to",6.0
"comes with",11.0
"comfort food",1.0
"comfortable !",2.0
"comfortable and",3.0
"comfortable dining",1.0
"comfortable enough",1.0
"comfortable experience",2.0
"comfortable happy",1.0
"comfortable here",1.0
"comfortable homey",1.0
"comfortable laidback",1.0
"comfortable seating",1.0
"comfortable they",2.0
"comfortable vibe",1.0
"comfortable view",2.0
"comfy and",1.0
"comfy booths",3.0
"comfy king",1.0
"coming all",1.0
"coming and",1.0
"coming back",7.0
"coming for",1.0
"coming from",1.0
"coming here",6.0
"coming in",3.0
"coming or",1.0
"coming over",1.0
"coming through",1.0
"coming to",2.0
"coming up",1.0
"coming weekend",1.0
"commend his",1.0
"commentary helpful",1.0
"comments !",1.0
"comments concerning",1.0
"comments were",1.0
"common problem",1.0
"commotion that",1.0
"communal sink",1.0
"community minded",1.0
"community sharing",1.0
"comp Clearly",1.0
"companies The",1.0
"companion had",1.0
"companions was",1.0
"company Side",1.0
"company The",1.0
"company called",1.0
"company of",1.0
"company providing",1.0
"comparatively small",1.0
"compare is",1.0
"compared to",3.0
"compares to",1.0
"comparison some",1.0
"compd because",1.0
"compd glasses",1.0
"comped my",1.0
"comped then",1.0
"compelled by",1.0
"competing against",1.0
"complain !",2.0
"complain Our",1.0
"complain about",5.0
"complain nor",1.0
"complained The",1.0
"complaining Our",1.0
"complaining about",1.0
"complaining too",1.0
"complaint The",1.0
"complaint because",1.0
"complaint is",2.0
"complaint really",1.0
"complaint that",1.0
"complaint there",2.0
"complaint was",2.0
"complaints Checked",1.0
"complaints Helpful",1.0
"complaints I",1.0
"complaints from",2.0
"complaints here",1.0
"complaints of",1.0
"complement My",1.0
"complement each",1.0
"complement or",1.0
"complement the",1.0
"complete hyperbole",1.0
"complete with",5.0
"completely dark",1.0
"completely different",1.0
"completely engaged",1.0
"completely invisible",1.0
"completely ruin",1.0
"completely sent",1.0
"complex plate",1.0
"complex simultaneously",1.0
"compliment is",1.0
"complimentary Miso",1.0
"complimentary apps",1.0
"complimentary sunomo",1.0
"complimentary sunomono",2.0
"complimentary valet",2.0
"comprehensive and",1.0
"comprise the",1.0
"comprised a",1.0
"comps last",1.0
"con keeps",1.0
"concealed I",1.0
"concensus most",1.0
"concept !",1.0
"concept I",1.0
"concept Its",1.0
"concept havent",1.0
"conceptits casual",2.0
"concerned I",1.0
"concerned Our",1.0
"concerned about",1.0
"concerning them",1.0
"concession made",1.0
"concession stand",2.0
"conclusion that",1.0
"concocted for",2.0
"concoctions but",2.0
"condiments and",2.0
"condiments for",1.0
"condiments she",1.0
"conditioner safe",1.0
"conditioning was",1.0
"confessing that",1.0
"confidence The",1.0
"confit had",1.0
"confused and",1.0
"confused on",1.0
"confused with",1.0
"confusing as",1.0
"confusing point",2.0
"congenial and",1.0
"connect the",1.0
"connected I",1.0
"cons Be",1.0
"conscientious of",1.0
